Passenger Email,Travel Insurance?,Purchase Date,Travel Date,Fare Type,Ticket Price,Route,Row_ID,Person
rbeeghly@vizpainter.com,FALSE,12/9/2020,1/4/2021,Economy,86,DAL-ATL,637,Rob Beeghly
jbarnett@vizpainter.com,FALSE,11/29/2020,1/4/2021,First Class,237,DAL-ATL,402,Julia Barnett
dreichenbach@vizpainter.com,TRUE,10/21/2020,1/2/2021,Economy,62,DAL-LGA,191,Dan Reichenbach
dreichenbach@vizpainter.com,TRUE,11/25/2020,1/2/2021,Economy,81,DAL-MDW,191,Dan Reichenbach
rbeeghly@vizpainter.com,FALSE,12/30/2020,1/4/2021,Business,169,DAL-LGA,637,Rob Beeghly
nschneider@vizpainter.com,FALSE,11/10/2020,1/4/2021,Business,93,DAL-ELP,566,Neola Schneider
swooten@vizpainter.com,FALSE,10/23/2020,1/1/2021,Economy,78,DAL-HOU,682,Scot Wooten
aratner@vizpainter.com,FALSE,12/16/2020,1/2/2021,Economy,84,DAL-AUS,38,Anemone Ratner
aratner@vizpainter.com,TRUE,12/10/2020,1/2/2021,Economy,78,DAL-PHX,38,Anemone Ratner
sshariari@vizpainter.com,FALSE,11/16/2020,1/3/2021,Economy,116,DAL-PHX,693,Shahid Shariari
swooten@vizpainter.com,FALSE,12/9/2020,1/1/2021,Economy,90,DAL-PHX,682,Scot Wooten
aratner@vizpainter.com,FALSE,12/28/2020,1/2/2021,Business,102,DAL-SEA,38,Anemone Ratner
sshariari@vizpainter.com,TRUE,12/5/2020,1/3/2021,Economy,116,DAL-MDW,693,Shahid Shariari
aratner@vizpainter.com,FALSE,9/29/2020,1/2/2021,First Class,222,DAL-HOU,38,Anemone Ratner
swooten@vizpainter.com,FALSE,12/1/2020,1/1/2021,Economy,72,DAL-AMA,682,Scot Wooten
aratner@vizpainter.com,FALSE,11/16/2020,1/2/2021,Economy,104,DAL-OKC,38,Anemone Ratner
swooten@vizpainter.com,FALSE,10/22/2020,1/1/2021,Business,115,DAL-LGA,682,Scot Wooten
aratner@vizpainter.com,FALSE,10/13/2020,1/2/2021,Economy,141,DAL-TUL,38,Anemone Ratner
swooten@vizpainter.com,FALSE,11/20/2020,1/1/2021,Economy,149,DAL-PHX,682,Scot Wooten
aratner@vizpainter.com,FALSE,12/14/2020,1/2/2021,Economy,95,DAL-OKC,38,Anemone Ratner
ccortes@vizpainter.com,FALSE,12/14/2020,1/5/2021,Economy,106,DAL-AMA,147,Chris Cortes
kducich@vizpainter.com,FALSE,9/9/2021,11/30/2021,Business,157,DAL-HOU,422,Katherine Ducich
hglantz@vizpainter.com,FALSE,6/26/2021,9/8/2021,First Class,275,DAL-AMA,334,Hunter Glantz
scohen@vizpainter.com,FALSE,5/22/2021,6/2/2021,Economy,97,DAL-AUS,683,Scott Cohen
msatty@vizpainter.com,FALSE,9/8/2021,10/14/2021,Economy,142,DAL-AUS,513,Maurice Satty
dpoirier@vizpainter.com,FALSE,10/13/2021,12/7/2021,Economy,93,DAL-OKC,206,Dave Poirier
jcaffey@vizpainter.com,FALSE,11/18/2021,12/22/2021,Economy,104,DAL-HOU,358,Jenna Caffey
jmartin@vizpainter.com,FALSE,11/8/2021,12/9/2021,Economy,121,DAL-ELP,349,Janet Martin
rd'ascenzo@vizpainter.com,FALSE,11/4/2021,12/3/2021,Economy,129,DAL-ATL,661,Russell D'Ascenzo
jeaton@vizpainter.com,FALSE,3/17/2021,5/17/2021,Business,149,DAL-SEA,382,Joel Eaton
mseite@vizpainter.com,FALSE,9/25/2021,12/12/2021,Economy,73,DAL-OKC,521,Melanie Seite
nfritzler@vizpainter.com,FALSE,8/12/2021,8/23/2021,Economy,79,DAL-AUS,558,Natalie Fritzler
rhaberlin@vizpainter.com,FALSE,4/15/2021,6/30/2021,Economy,149,DAL-LAS,639,Rob Haberlin
bdonatelli@vizpainter.com,FALSE,10/10/2021,11/25/2021,Economy,99,DAL-ELP,88,Bill Donatelli
,FALSE,3/24/2021,4/28/2021,Economy,122,DAL-HOU,389,John Lucas
rmarley@vizpainter.com,TRUE,5/7/2021,6/7/2021,Economy,148,DAL-OKC,644,Robert Marley
jepp@vizpainter.com,FALSE,3/30/2021,6/3/2021,Economy,101,DAL-MDW,373,Jim Epp
mdominguez@vizpainter.com,FALSE,8/30/2021,11/9/2021,First Class,224,DAL-HOU,523,Michael Dominguez
kseio@vizpainter.com,FALSE,5/30/2021,7/10/2021,Business,84,DAL-PHX,419,Karen Seio
sbrown@vizpainter.com,TRUE,10/16/2021,11/26/2021,First Class,287,DAL-ATL,678,Sarah Brown
mlee@vizpainter.com,FALSE,11/12/2021,12/13/2021,Economy,114,DAL-PHX,550,Muhammed Lee
ngelder@vizpainter.com,FALSE,1/30/2021,3/7/2021,Economy,94,DAL-ATL,561,Nathan Gelder
mhuthwaite@vizpainter.com,FALSE,1/17/2021,4/4/2021,First Class,234,DAL-ELP,534,Michelle Huthwaite
nradford@vizpainter.com,FALSE,8/20/2021,9/1/2021,Economy,85,DAL-CLE,569,Nick Radford
rhightower@vizpainter.com,FALSE,9/11/2021,9/30/2021,Economy,118,DAL-HOU,636,Ritsa Hightower
kbrennan@vizpainter.com,FALSE,11/17/2021,12/8/2021,Economy,136,DAL-HOU,439,Ken Brennan
fharton@vizpainter.com,FALSE,10/27/2021,12/11/2021,Economy,149,DAL-MDW,289,Fred Harton
mlee@vizpainter.com,FALSE,6/28/2021,8/12/2021,Economy,112,DAL-OKC,550,Muhammed Lee
dpardue@vizpainter.com,FALSE,2/26/2021,3/27/2021,Economy,134,DAL-ELP,225,Dennis Pardue
jmyrick@vizpainter.com,TRUE,7/13/2021,8/16/2021,Business,108,DAL-SEA,368,Jessica Myrick
jfortune-@vizpainter.com,FALSE,11/19/2021,12/24/2021,Economy,76,DAL-LGA,352,Jason Fortune-
hkirkland@vizpainter.com,TRUE,10/23/2021,11/26/2021,Economy,129,DAL-HOU,325,Heather Kirkland
jpatt@vizpainter.com,FALSE,11/6/2021,12/20/2021,Economy,65,DAL-GRR,363,Jennifer Patt
tseio@vizpainter.com,FALSE,10/20/2021,12/11/2021,Economy,92,DAL-PHX,746,Thomas Seio
lmackendrick@vizpainter.com,TRUE,11/1/2021,12/15/2021,Economy,102,DAL-SEA,470,Liz MacKendrick
fhawley@vizpainter.com,FALSE,10/22/2021,11/9/2021,Economy,139,DAL-LAS,284,Frank Hawley
kheidel@vizpainter.com,FALSE,12/26/2020,3/5/2021,Economy,127,DAL-MDW,441,Ken Heidel
marnett@vizpainter.com,FALSE,8/25/2021,10/9/2021,First Class,303,DAL-MDW,532,Michelle Arnett
sbrown@vizpainter.com,TRUE,5/4/2021,6/23/2021,Economy,83,DAL-HOU,678,Sarah Brown
mschwartz@vizpainter.com,TRUE,11/29/2021,12/29/2021,Economy,111,DAL-AUS,517,Maxwell Schwartz
jmyrick@vizpainter.com,FALSE,8/12/2021,10/9/2021,Business,179,DAL-AUS,368,Jessica Myrick
csievert@vizpainter.com,FALSE,3/15/2021,4/2/2021,Economy,73,DAL-AUS,141,Chad Sievert
jrupert@vizpainter.com,FALSE,12/6/2020,2/18/2021,Economy,118,DAL-AUS,379,Jocasta Rupert
mstewart@vizpainter.com,FALSE,10/23/2021,11/10/2021,Economy,84,DAL-LGA,531,Michael Stewart
tbutterfield@vizpainter.com,FALSE,3/12/2021,4/25/2021,Economy,120,DAL-AUS,736,Ted Butterfield
bthompson@vizpainter.com,FALSE,9/5/2021,9/19/2021,Economy,130,DAL-AUS,87,Beth Thompson
rdemir@vizpainter.com,TRUE,8/20/2021,9/2/2021,Economy,115,DAL-LGA,647,Roger Demir
dbremer@vizpainter.com,FALSE,9/20/2021,12/15/2021,First Class,269,DAL-ELP,207,David Bremer
tboland@vizpainter.com,TRUE,1/24/2021,4/10/2021,Economy,147,DAL-HOU,744,Thomas Boland
schance,FALSE,11/4/2020,1/29/2021,First Class,290,DAL-LAS,695,Shaun Chance
kmiller@vizpainter.com,FALSE,12/10/2020,2/25/2021,Economy,133,DAL-LGA,447,Kunst Miller
hryan@vizpainter.com,FALSE,10/25/2021,12/28/2021,Economy,121,DAL-LAS,321,Harold Ryan
bmurry@vizpainter.com,FALSE,11/24/2021,12/6/2021,First Class,308,DAL-ATL,105,Brendan Murry
fcarlisle@vizpainter.com,FALSE,2/7/2021,4/21/2021,Economy,95,DAL-LGA,282,Frank Carlisle
mgnade@vizpainter.com,TRUE,3/20/2021,4/7/2021,Economy,94,DAL-LGA,512,Maureen Gnade
mhaberlin@vizpainter.com,FALSE,5/6/2021,7/27/2021,Economy,143,DAL-ELP,495,Mark Haberlin
mjones@vizpainter.com,TRUE,10/22/2021,11/18/2021,Economy,163,DAL-SLC,515,Max Jones
fmerwin@vizpainter.com,FALSE,3/19/2021,6/17/2021,Economy,155,DAL-OKC,285,Frank Merwin
tboyes@vizpainter.com,FALSE,5/15/2021,7/10/2021,Economy,138,DAL-HOU,756,Todd Boyes
rwaldorf@vizpainter.com,FALSE,10/8/2021,11/14/2021,Economy,137,DAL-AUS,645,Robert Waldorf
dkatz@vizpainter.com,TRUE,9/9/2021,9/27/2021,Economy,70,DAL-ELP,214,Dean Katz
iliston@vizpainter.com,FALSE,10/30/2021,11/29/2021,Economy,149,DAL-LGA,339,Ivan Liston
jlebron@vizpainter.com,FALSE,5/19/2021,6/12/2021,Economy,144,DAL-LAS,341,Jack Lebron
jepp@vizpainter.com,FALSE,3/20/2021,4/28/2021,Economy,117,DAL-GRR,373,Jim Epp
mhernandez@vizpainter.com,FALSE,11/11/2021,12/18/2021,Economy,69,DAL-PHX,540,Mick Hernandez
,FALSE,11/26/2021,12/31/2021,Business,86,DAL-AMA,679,Sarah Foster
hwasserman@vizpainter.com,FALSE,12/8/2021,12/27/2021,Business,119,DAL-OKC,328,Helen Wasserman
snguyen@vizpainter.com,FALSE,8/29/2021,10/2/2021,First Class,241,DAL-AUS,713,Steve Nguyen
lolson@vizpainter.com,FALSE,11/8/2021,12/31/2021,Economy,123,DAL-AMA,477,Lori Olson
carntzen@vizpainter.com,FALSE,3/12/2021,3/26/2021,Economy,100,DAL-MDW,184,Cynthia Arntzen
msatty@vizpainter.com,FALSE,10/27/2021,12/8/2021,Economy,143,DAL-HOU,513,Maurice Satty
spak@vizpainter.com,TRUE,7/15/2021,9/22/2021,Economy,140,DAL-AUS,723,Sung Pak
ahäberlin@vizpainter.com,TRUE,8/15/2021,9/5/2021,Economy,102,DAL-AUS,46,Anna Häberlin
lhernandez@vizpainter.com,TRUE,10/14/2021,12/16/2021,Business,159,DAL-LAS,459,Lena Hernandez
cjumper@vizpainter.com,FALSE,11/9/2021,12/3/2021,Business,84,DAL-LAS,133,Caroline Jumper
snguyen@vizpainter.com,TRUE,9/19/2021,10/20/2021,Economy,96,DAL-AUS,713,Steve Nguyen
x,FALSE,9/23/2021,10/13/2021,Economy,112,DAL-MDW,204,Dave Hallsten
rausman@vizpainter.com,FALSE,1/16/2021,4/15/2021,Business,99,DAL-LGA,658,Ruben Ausman
rkennedy@vizpainter.com,FALSE,5/9/2021,7/31/2021,Economy,125,DAL-SLC,619,Ralph Kennedy
gbell@vizpainter.com,FALSE,4/25/2021,5/3/2021,Economy,147,DAL-TUL,301,George Bell
mgockenbach@vizpainter.com,TRUE,2/15/2021,4/8/2021,Economy,117,DAL-OKC,542,Mike Gockenbach
ccheatham@vizpainter.com,FALSE,8/19/2021,9/8/2021,Economy,69,DAL-AUS,169,Clay Cheatham
dmonton@vizpainter.com,FALSE,7/12/2021,8/25/2021,Economy,141,DAL-HOU,222,Denise Monton
ashonely@vizpainter.com,FALSE,6/8/2021,7/8/2021,Economy,102,DAL-ATL,16,Alan Shonely
sgordon@vizpainter.com,TRUE,8/29/2021,9/24/2021,Economy,139,DAL-PHX,697,Sheri Gordon
rhightower@vizpainter.com,FALSE,9/10/2021,9/30/2021,First Class,231,DAL-PHX,636,Ritsa Hightower
lhaushalter@vizpainter.com,FALSE,9/4/2021,11/10/2021,First Class,309,DAL-ELP,476,Logan Haushalter
tbrockman@vizpainter.com,FALSE,9/3/2021,11/27/2021,Economy,158,DAL-AUS,749,Tim Brockman
aferguson@vizpainter.com,FALSE,8/20/2021,11/30/2021,Economy,159,DAL-LGA,58,Art Ferguson
mlee@vizpainter.com,FALSE,7/31/2021,8/12/2021,Economy,81,DAL-SLC,550,Muhammed Lee
mlee@vizpainter.com,FALSE,7/26/2021,8/12/2021,Economy,102,DAL-LGA,550,Muhammed Lee
tritter@vizpainter.com,TRUE,7/2/2021,11/3/2021,Economy,69,DAL-LGA,754,Toby Ritter
sparks@vizpainter.com,FALSE,10/2/2021,12/12/2021,Economy,102,DAL-SEA,702,Sibella Parks
mbrown@vizpainter.com,TRUE,5/22/2021,7/15/2021,Economy,76,DAL-HOU,538,Mick Brown
handreada@vizpainter.com,FALSE,8/17/2021,9/5/2021,Economy,68,DAL-GRR,327,Helen Andreada
gweimer@vizpainter.com,TRUE,9/24/2021,11/14/2021,First Class,277,DAL-ATL,306,Giulietta Weimer
azypern@vizpainter.com,FALSE,9/13/2021,11/13/2021,Economy,109,DAL-HOU,50,Annie Zypern
bfritzler@vizpainter.com,FALSE,2/10/2021,3/23/2021,Economy,69,DAL-CLE,85,Beth Fritzler
ghale,FALSE,11/14/2021,11/30/2021,Economy,68,DAL-HOU,298,Gene Hale
ccarreira@vizpainter.com,FALSE,11/23/2020,1/27/2021,Business,161,DAL-AUS,177,Craig Carreira
moakman@vizpainter.com,FALSE,10/6/2021,10/30/2021,First Class,254,DAL-SEA,529,Michael Oakman
tstivers@vizpainter.com,FALSE,9/19/2021,12/4/2021,Economy,78,DAL-PHX,761,Tom Stivers
dmartin@vizpainter.com,FALSE,11/20/2021,12/16/2021,Economy,157,DAL-PHX,200,Darrin Martin
jrupert@vizpainter.com,TRUE,1/12/2021,2/18/2021,Economy,111,DAL-AUS,379,Jocasta Rupert
ttaslimi@vizpainter.com,FALSE,10/2/2021,11/5/2021,Economy,157,DAL-PHX,750,Tim Taslimi
kbraun@vizpainter.com,FALSE,8/14/2021,12/11/2021,Business,148,DAL-AUS,420,Karl Braun
nchilds@vizpainter.com,FALSE,10/13/2021,11/19/2021,Economy,139,DAL-LGA,574,Noah Childs
educich@vizpainter.com,TRUE,4/19/2021,7/16/2021,Business,171,DAL-LAS,258,Emily Ducich
ldecherney@vizpainter.com,FALSE,12/20/2021,12/31/2021,Business,142,DAL-SEA,466,Lisa DeCherney
cjackson@vizpainter.com,FALSE,12/16/2020,2/6/2021,Economy,141,DAL-TUL,124,Carl Jackson
kferguson@vizpainter.com,FALSE,11/7/2021,11/19/2021,Economy,115,DAL-ELP,418,Karen Ferguson
carmstrong@vizpainter.com,FALSE,7/5/2021,9/23/2021,Economy,65,DAL-ELP,136,Cathy Armstrong
mjones@vizpainter.com,FALSE,10/10/2021,11/18/2021,Economy,118,DAL-AUS,515,Max Jones
djoy@vizpainter.com,FALSE,6/21/2021,9/8/2021,First Class,224,DAL-MDW,227,Denny Joy
kedelman@vizpainter.com,FALSE,12/2/2021,12/29/2021,Economy,86,DAL-HOU,427,Katrina Edelman
ahaines@vizpainter.com,FALSE,9/18/2021,11/13/2021,Economy,102,DAL-HOU,13,Alan Haines
sann@vizpainter.com,TRUE,7/31/2021,8/23/2021,Economy,138,DAL-AUS,721,Sue Ann Reed
jlebron@vizpainter.com,FALSE,5/15/2021,6/12/2021,Economy,88,DAL-HOU,341,Jack Lebron
educich@vizpainter.com,FALSE,7/6/2021,8/28/2021,Economy,130,DAL-LGA,258,Emily Ducich
kducich@vizpainter.com,TRUE,9/17/2021,11/30/2021,Economy,114,DAL-OKC,422,Katherine Ducich
mgastineau@vizpainter.com,TRUE,4/24/2021,6/3/2021,Economy,94,DAL-ATL,546,Mitch Gastineau
msatty@vizpainter.com,FALSE,9/6/2021,10/14/2021,Business,157,DAL-ATL,513,Maurice Satty
hwasserman@vizpainter.com,FALSE,10/30/2021,12/27/2021,Business,177,DAL-AUS,328,Helen Wasserman
aallen@vizpainter.com,FALSE,10/11/2021,11/15/2021,Economy,83,DAL-LGA,32,Andrew Allen
dkotsonis@vizpainter.com,FALSE,8/13/2021,9/4/2021,Economy,127,DAL-SFO,188,Damala Kotsonis
cstewart@vizpainter.com,FALSE,11/23/2021,12/24/2021,Economy,93,DAL-MDW,166,Cindy Stewart
pprost@vizpainter.com,FALSE,1/3/2021,5/5/2021,Economy,130,DAL-MDW,596,Paul Prost
jeaton@vizpainter.com,FALSE,2/24/2021,5/17/2021,Economy,123,DAL-HOU,382,Joel Eaton
nfritzler@vizpainter.com,FALSE,7/3/2021,8/23/2021,Economy,68,DAL-AUS,558,Natalie Fritzler
reichhorn@vizpainter.com,FALSE,11/4/2021,12/17/2021,Economy,60,DAL-AUS,629,Richard Eichhorn
jbarnett@vizpainter.com,FALSE,11/7/2021,12/12/2021,Economy,89,DAL-AUS,402,Julia Barnett
tsissman@vizpainter.com,TRUE,2/8/2021,3/10/2021,Economy,106,DAL-HOU,738,Thais Sissman
gbell@vizpainter.com,FALSE,4/1/2021,5/3/2021,Economy,68,DAL-ATL,301,George Bell
bsweed@vizpainter.com,FALSE,10/28/2021,12/4/2021,First Class,281,DAL-AUS,106,Brendan Sweed
bdecherney@vizpainter.com,FALSE,9/21/2021,12/31/2021,Economy,145,DAL-GRR,108,Brian DeCherney
mhuthwaite@vizpainter.com,FALSE,3/17/2021,4/4/2021,Business,173,DAL-PHX,534,Michelle Huthwaite
