Passenger Email,Travel Insurance?,Purchase Date,Travel Date,Fare Type,Ticket Price,Route,Row_ID,Person
nlomonaco@vizpainter.com,FALSE,8/28/2024,9/10/2024,Economy,60,DAL-MDW,553,Nancy Lomonaco
npatel@vizpainter.com,FALSE,5/5/2024,6/11/2024,Economy,150,DAL-SLC,554,Naresj Patel
npatel@vizpainter.com,TRUE,8/21/2024,9/21/2024,Economy,68,DAL-AMA,554,Naresj Patel
ngilpin@vizpainter.com,FALSE,4/21/2024,6/28/2024,Business,160,DAL-SLC,556,Nat Gilpin
ndecherney@vizpainter.com,FALSE,6/14/2024,6/25/2024,Economy,65,DAL-OKC,557,Natalie DeCherney
ndecherney@vizpainter.com,FALSE,9/14/2024,12/2/2024,Economy,126,DAL-MDW,557,Natalie DeCherney
ndecherney@vizpainter.com,FALSE,5/29/2024,6/25/2024,Business,121,DAL-HOU,557,Natalie DeCherney
ndecherney@vizpainter.com,TRUE,6/3/2024,6/25/2024,Economy,83,DAL-GRR,557,Natalie DeCherney
ndecherney@vizpainter.com,TRUE,5/30/2024,6/25/2024,Economy,141,DAL-TUL,557,Natalie DeCherney
ndecherney@vizpainter.com,FALSE,5/23/2024,6/25/2024,Economy,66,DAL-AMA,557,Natalie DeCherney
ndecherney@vizpainter.com,FALSE,11/10/2024,12/2/2024,Economy,122,DAL-AUS,557,Natalie DeCherney
ndecherney@vizpainter.com,FALSE,6/14/2024,6/25/2024,Business,146,DAL-LGA,557,Natalie DeCherney
ndecherney@vizpainter.com,FALSE,9/13/2024,12/2/2024,Economy,152,DAL-PHX,557,Natalie DeCherney
nwebber@vizpainter.com,FALSE,9/21/2024,11/8/2024,Economy,63,DAL-GRR,559,Natalie Webber
nwebber@vizpainter.com,FALSE,8/22/2024,11/8/2024,Economy,158,DAL-ELP,559,Natalie Webber
ngelder@vizpainter.com,FALSE,4/23/2024,5/21/2024,Economy,71,DAL-HOU,561,Nathan Gelder
nducich@vizpainter.com,TRUE,9/12/2024,11/22/2024,Economy,92,DAL-AMA,563,Neil Ducich
nknudson@vizpainter.com,FALSE,11/17/2024,11/28/2024,Economy,61,DAL-AMA,565,Neil Knudson
ncrebassa@vizpainter.com,FALSE,3/9/2024,5/9/2024,First Class,265,DAL-ATL,568,Nick Crebassa
ncrebassa@vizpainter.com,FALSE,3/14/2024,5/9/2024,Economy,60,DAL-AUS,568,Nick Crebassa
ncrebassa@vizpainter.com,TRUE,3/28/2024,5/9/2024,Economy,95,DAL-AUS,568,Nick Crebassa
nfjeld@vizpainter.com,FALSE,3/15/2024,5/16/2024,Economy,115,DAL-PHX,572,Nicole Fjeld
nfjeld@vizpainter.com,FALSE,4/19/2024,5/16/2024,Economy,110,DAL-OKC,572,Nicole Fjeld
nfjeld@vizpainter.com,FALSE,3/31/2024,5/16/2024,Business,109,DAL-LGA,572,Nicole Fjeld
nstaavos@vizpainter.com,FALSE,2/6/2024,4/10/2024,Economy,157,DAL-OKC,575,Noel Staavos
nbalk@vizpainter.com,TRUE,3/18/2024,4/9/2024,Economy,55,DAL-SEA,576,Nona Balk
npaige@vizpainter.com,TRUE,10/27/2024,11/18/2024,Economy,154,DAL-MDW,577,Nora Paige
npreis@vizpainter.com,FALSE,4/7/2024,5/8/2024,Economy,66,DAL-HOU,579,Nora Preis
pstobb@vizpainter.com,FALSE,1/28/2024,3/26/2024,Economy,74,DAL-MDW,583,Pamela Stobb
pstobb@vizpainter.com,FALSE,12/11/2023,3/26/2024,Economy,142,DAL-PHX,583,Pamela Stobb
pstobb@vizpainter.com,FALSE,9/26/2024,10/25/2024,Business,90,DAL-MDW,583,Pamela Stobb
phirasaki@vizpainter.com,FALSE,10/30/2023,1/8/2024,Economy,155,DAL-HOU,585,Patricia Hirasaki
phirasaki@vizpainter.com,FALSE,12/4/2023,1/8/2024,Economy,135,DAL-MDW,585,Patricia Hirasaki
phirasaki@vizpainter.com,FALSE,12/24/2023,1/8/2024,First Class,196,DAL-SEA,585,Patricia Hirasaki
po'brill@vizpainter.com,FALSE,10/17/2024,12/21/2024,Economy,138,DAL-SLC,589,Patrick O'Brill
po'brill@vizpainter.com,FALSE,11/27/2024,12/21/2024,Economy,138,DAL-HOU,589,Patrick O'Brill
po'brill@vizpainter.com,FALSE,12/11/2024,12/21/2024,Business,168,DAL-SLC,589,Patrick O'Brill
po'brill@vizpainter.com,FALSE,11/29/2024,12/21/2024,Economy,93,DAL-MDW,589,Patrick O'Brill
pgonzalez@vizpainter.com,TRUE,10/25/2024,11/20/2024,Economy,104,DAL-AUS,592,Paul Gonzalez
pgonzalez@vizpainter.com,FALSE,10/9/2024,11/20/2024,Economy,169,DAL-SLC,592,Paul Gonzalez
ttrevino@vizpainter.com,TRUE,9/3/2024,11/19/2024,Business,111,DAL-AUS,737,Ted Trevino
ttrevino@vizpainter.com,FALSE,10/17/2024,11/19/2024,Economy,139,DAL-GRR,737,Ted Trevino
ttrevino@vizpainter.com,TRUE,9/22/2024,10/3/2024,Economy,106,DAL-OKC,737,Ted Trevino
ttrevino@vizpainter.com,FALSE,10/12/2024,11/19/2024,Business,176,DAL-LGA,737,Ted Trevino
thendricks@vizpainter.com,FALSE,10/15/2024,10/31/2024,Economy,109,DAL-ELP,739,Thea Hendricks
thendricks@vizpainter.com,TRUE,9/24/2024,10/31/2024,Economy,113,DAL-CLE,739,Thea Hendricks
thendricks@vizpainter.com,FALSE,9/18/2024,10/31/2024,Economy,132,DAL-HOU,739,Thea Hendricks
thendricks@vizpainter.com,FALSE,9/27/2024,10/31/2024,Economy,151,DAL-CLE,739,Thea Hendricks
thendricks@vizpainter.com,TRUE,9/14/2024,10/31/2024,Economy,139,DAL-MDW,739,Thea Hendricks
thudgings@vizpainter.com,FALSE,11/23/2024,12/25/2024,Economy,110,DAL-GRR,740,Thea Hudgings
thudgings@vizpainter.com,FALSE,12/6/2024,12/25/2024,Economy,114,DAL-LAS,740,Thea Hudgings
thudgings@vizpainter.com,FALSE,11/24/2024,12/25/2024,Economy,159,DAL-AUS,740,Thea Hudgings
tpippenger@vizpainter.com,FALSE,7/16/2024,8/20/2024,Economy,95,DAL-SLC,741,Theone Pippenger
tswint@vizpainter.com,FALSE,8/22/2024,9/13/2024,First Class,248,DAL-ELP,743,Theresa Swint
tswint@vizpainter.com,FALSE,8/4/2024,9/13/2024,Economy,91,DAL-TUL,743,Theresa Swint
thouse@vizpainter.com,TRUE,7/7/2024,11/14/2024,Economy,145,DAL-LAS,748,Tiffany House
thouse@vizpainter.com,FALSE,10/5/2024,11/14/2024,Economy,120,DAL-PHX,748,Tiffany House
thouse@vizpainter.com,TRUE,10/18/2024,11/14/2024,Economy,122,DAL-ATL,748,Tiffany House
ttaslimi@vizpainter.com,FALSE,7/13/2024,8/9/2024,Economy,153,DAL-PHX,750,Tim Taslimi
ttaslimi@vizpainter.com,TRUE,7/26/2024,8/9/2024,Business,112,DAL-AUS,750,Tim Taslimi
ttaslimi@vizpainter.com,FALSE,5/31/2024,8/9/2024,Economy,150,DAL-HOU,750,Tim Taslimi
ttaslimi@vizpainter.com,FALSE,4/9/2024,8/9/2024,First Class,248,DAL-ATL,750,Tim Taslimi
ttaslimi@vizpainter.com,FALSE,5/20/2024,8/9/2024,Business,118,DAL-MDW,750,Tim Taslimi
ttaslimi@vizpainter.com,FALSE,7/17/2024,8/9/2024,Economy,80,DAL-GRR,750,Tim Taslimi
tbraunhardt@vizpainter.com,FALSE,7/3/2024,7/27/2024,Economy,88,DAL-CLE,751,Toby Braunhardt
tbraunhardt@vizpainter.com,FALSE,7/16/2024,7/27/2024,Economy,125,DAL-AUS,751,Toby Braunhardt
tcarlisle@vizpainter.com,FALSE,10/10/2024,11/26/2024,Economy,102,DAL-OKC,752,Toby Carlisle
tprescott@vizpainter.com,FALSE,7/2/2024,7/19/2024,First Class,225,DAL-ELP,760,Tom Prescott
tprescott@vizpainter.com,FALSE,5/25/2024,7/19/2024,Business,152,DAL-LGA,760,Tom Prescott
tturnell@vizpainter.com,FALSE,9/28/2024,10/10/2024,Business,107,DAL-LGA,762,Tonja Turnell
tchapman@vizpainter.com,FALSE,10/22/2024,11/22/2024,Economy,103,DAL-ATL,763,Tony Chapman
tchapman@vizpainter.com,FALSE,10/6/2024,11/22/2024,Economy,126,DAL-MDW,763,Tony Chapman
tchapman@vizpainter.com,FALSE,11/4/2024,11/22/2024,Economy,136,DAL-OKC,763,Tony Chapman
tblumstein@vizpainter.com,FALSE,8/13/2024,9/1/2024,Economy,107,DAL-HOU,766,Tracy Blumstein
tblumstein@vizpainter.com,FALSE,5/7/2024,9/1/2024,Business,135,DAL-ATL,766,Tracy Blumstein
tblumstein@vizpainter.com,FALSE,7/20/2024,9/1/2024,Economy,154,DAL-PHX,766,Tracy Blumstein
plucas@vizpainter.com,TRUE,12/2/2024,12/15/2024,Economy,130,DAL-CLE,594,Paul Lucas
pmacintyre@vizpainter.com,FALSE,11/10/2024,11/27/2024,Economy,97,DAL-GRR,595,Paul MacIntyre
pmacintyre@vizpainter.com,FALSE,11/22/2024,11/27/2024,Economy,133,DAL-HOU,595,Paul MacIntyre
pmacintyre@vizpainter.com,TRUE,8/18/2024,11/27/2024,Economy,134,DAL-AMA,595,Paul MacIntyre
pmacintyre@vizpainter.com,FALSE,11/14/2024,11/27/2024,Economy,103,DAL-AMA,595,Paul MacIntyre
pprost@vizpainter.com,TRUE,8/24/2024,11/7/2024,Economy,129,DAL-PHX,596,Paul Prost
pprost@vizpainter.com,FALSE,9/21/2024,10/4/2024,Economy,155,DAL-AUS,596,Paul Prost
pprost@vizpainter.com,FALSE,10/3/2024,11/7/2024,Economy,128,DAL-ATL,596,Paul Prost
pstevenson@vizpainter.com,FALSE,8/23/2024,9/2/2024,Economy,99,DAL-SLC,597,Paul Stevenson
pstevenson@vizpainter.com,TRUE,8/18/2024,9/2/2024,Economy,102,DAL-HOU,597,Paul Stevenson
pstevenson@vizpainter.com,FALSE,7/30/2024,9/2/2024,Economy,71,DAL-AMA,597,Paul Stevenson
pvan@vizpainter.com,TRUE,8/21/2024,11/24/2024,Business,115,DAL-AUS,598,Paul Van Hugh
pvan@vizpainter.com,FALSE,10/19/2024,11/24/2024,Economy,133,DAL-LAS,598,Paul Van Hugh
pjohnson@vizpainter.com,FALSE,11/14/2024,11/29/2024,Economy,116,DAL-LGA,600,Pauline Johnson
parmstrong@vizpainter.com,FALSE,7/14/2024,8/24/2024,Economy,146,DAL-HOU,603,Pete Armstrong
pbühler@vizpainter.com,FALSE,10/4/2024,12/12/2024,Economy,120,DAL-MDW,606,Peter Bühler
pfuller@vizpainter.com,FALSE,6/20/2024,8/27/2024,Economy,139,DAL-AUS,607,Peter Fuller
pfuller@vizpainter.com,FALSE,7/27/2024,8/27/2024,Economy,107,DAL-ELP,607,Peter Fuller
pfuller@vizpainter.com,TRUE,5/12/2024,8/27/2024,Business,178,DAL-AMA,607,Peter Fuller
pfuller@vizpainter.com,TRUE,7/12/2024,8/27/2024,Economy,63,DAL-AMA,607,Peter Fuller
povercash@vizpainter.com,FALSE,10/1/2024,11/6/2024,Economy,156,DAL-OKC,611,Philisse Overcash
povercash@vizpainter.com,FALSE,10/20/2024,11/6/2024,Business,127,DAL-SEA,611,Philisse Overcash
pbreyer@vizpainter.com,FALSE,10/19/2024,11/16/2024,Economy,145,DAL-OKC,613,Phillip Breyer
pbreyer@vizpainter.com,FALSE,8/28/2024,11/16/2024,Economy,75,DAL-OKC,613,Phillip Breyer
pbreyer@vizpainter.com,FALSE,10/12/2024,11/16/2024,Business,149,DAL-PHX,613,Phillip Breyer
pbreyer@vizpainter.com,FALSE,11/2/2024,11/16/2024,Business,157,DAL-AUS,613,Phillip Breyer
pbreyer@vizpainter.com,FALSE,9/24/2024,11/16/2024,Economy,128,DAL-SEA,613,Phillip Breyer
pbreyer@vizpainter.com,TRUE,7/20/2024,11/16/2024,Business,87,DAL-LGA,613,Phillip Breyer
